attraction_id,name,country,province,city,location,price,rating
2428,"wings_and_waterfalls_-_wells_gray_provincial_park_-_clearwater,_bc",canada,british_columbia,things_to_do_in_clearwater,nil,197.0,-1.0
2429,niagara_falls_american_side_highlights_tour,canada,ontario,niagara_falls,"{'lat': 43.082352, 'lng': -79.041138}",149.89,5.0
2430,exhilarating_120km_aerial_tour_of_toronto,canada,ontario,things_to_do_in_markham,nil,79.0,5.0
2431,seal_colony_3-hour_boat_rental_for_5_to_6_people,canada,british_columbia,vancouver,"{'lat': 49.272817, 'lng': -123.1364204}",169.0,-1.0
2432,boldt_castle_and_thousand_islands_helicopter_tour,canada,ontario,things_to_do_in_gananoque,"{'lat': 44.3474018, 'lng': -76.1751743}",172.84,5.0
2433,deluxe_vancouver_city_and_great_outdoors_private_tour,canada,british_columbia,vancouver,"{'lat': 49.2650247, 'lng': -123.1124489}",877.57,5.0
2434,dark_sky_canoe_trip_-_2_day,canada,nova_scotia,things_to_do_in_earltown,nil,454.25,-1.0
2435,lake_rossignol_canoe_trip_-_3_day,canada,nova_scotia,things_to_do_in_earltown,nil,684.25,-1.0
2436,keji_southern_lakes_canoe_trip_-_4_day,canada,nova_scotia,things_to_do_in_earltown,nil,914.25,-1.0
2437,whistler_day_tour_from_vancouver,canada,british_columbia,vancouver,"{'lat': 49.2869235, 'lng': -123.12216}",109.0,4.0
2438,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,canada,british_columbia,vancouver,"{'lat': 49.284751, 'lng': -123.1394811}",569.0,4.5
2439,canyon_sainte-anne_walking_tour,canada,quebec,quebec_city,nil,13.5,4.5
2440,kingston_discovery_sightseeing_cruise,canada,ontario,things_to_do_in_kingston,"{'lat': 44.2307614, 'lng': -76.4797292}",39.55,3.5
2441,gulf_islands_kayak_and_seaplane_adventure,canada,british_columbia,vancouver,"{'lat': 49.284751, 'lng': -123.1394811}",629.0,5.0
2442,canada_place_and_vancouver_waterfront_photography_tour,canada,british_columbia,vancouver,"{'lat': 49.2779117, 'lng': -123.0986452}",103.95,5.0
2443,quebec_city_shore_excursion:_private_walking_tour,canada,quebec,quebec_city,"{'lat': 46.8130864, 'lng': -71.2055932}",19.58,5.0
2444,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,canada,quebec,quebec_city,"{'lat': 46.8130864, 'lng': -71.2055932}",30.99,5.0
2445,nanaimo_bungy_jump,canada,british_columbia,vancouver_island,"{'lat': 49.074147, 'lng': -123.883895}",136.49,5.0
2446,40-minute_nanaimo_zipline_adventure,canada,british_columbia,vancouver_island,"{'lat': 49.074147, 'lng': -123.883895}",31.49,4.5
2447,nanaimo_kid_aerial_adventure,canada,british_columbia,vancouver_island,"{'lat': 49.074147, 'lng': -123.883895}",20.99,5.0
2448,arctic_day:_yukon_foodie_tour,canada,yukon,whitehorse,"{'lat': 60.7227415, 'lng': -135.0558791}",114.45,-1.0
2449,independent_bike_tour_of_niagara-on-the-lake_wineries_including_wine_tastings,canada,ontario,niagara_falls,"{'lat': 43.2541511, 'lng': -79.0854685}",64.0,4.5
2450,immersion_quebec:_virtual_reality_experience_of_quebec_city's_history,canada,quebec,quebec_city,"{'lat': 46.8130864, 'lng': -71.2055932}",17.99,4.5
2451,lift_your_spirits!_distillery_and_cocktail_experience,canada,ontario,toronto,nil,105.0,5.0
2452,el_camino_de_tapas_and_cocktails_-_luxurious_evening_food_crawl_in_toronto,canada,ontario,toronto,nil,169.0,-1.0
2453,gourmet_bike_tour_in_niagara-on-the-lake_with_wine_and_beer,canada,ontario,niagara_falls,"{'lat': 43.2265419, 'lng': -79.1159615}",134.47,5.0
2454,luxury_toronto_to_niagara_tour:_flight_&_limo_package,canada,ontario,toronto,nil,950.0,-1.0
2455,victoria_&_butchard_gardens_private_tour,canada,british_columbia,vancouver,nil,357.46,-1.0
2456,5-day_golden_aurora_circle:_yukon_and_alaska_summits,canada,yukon,whitehorse,"{'lat': 60.7227415, 'lng': -135.0558791}",-1.0,-1.0
2457,thousand_islands_helicopter_tour,canada,ontario,things_to_do_in_gananoque,"{'lat': 44.3474018, 'lng': -76.1751743}",114.84,5.0
2458,3_day_broken_group_islands_kayaking_expedition,canada,british_columbia,vancouver_island,nil,950.0,-1.0
2459,vancouver_island_atv_tour,canada,british_columbia,vancouver_island,"{'lat': 49.2642733, 'lng': -124.7592896}",627.9,5.0
2460,victoria_kids_aerial_adventure_course,canada,british_columbia,vancouver_island,"{'lat': 48.443459, 'lng': -123.465593}",20.99,5.0
2461,"craft_vine,_orchard_&_stills",canada,british_columbia,vancouver_island,nil,140.0,5.0
2462,skagway_shore_excursion:_full-day_tour_of_the_yukon,united_states,alaska_(ak),skagway,"{'lat': 59.4544198, 'lng': -135.3173507}",157.45,5.0
2463,day_trip_from_seattle_to_victoria_on_the_victoria_clipper,united_states,washington_(wa),seattle,nil,170.4,4.5
2464,skagway_shore_excursion:_bennett_train_journey_on_the_white_pass_rail,united_states,alaska_(ak),skagway,nil,322.47,5.0
2465,victoria_butchart_gardens_express_from_cruise_ship_terminal,canada,british_columbia,vancouver_island,"{'lat': 48.4159693, 'lng': -123.3849569}",80.0,-1.0
2466,"whistler_sightseeing_tour_from_vancouver,_includes_cypress_and_shannon_falls",canada,british_columbia,vancouver,"{'lat': 49.2477822, 'lng': -123.0330053}",144.95,5.0
2467,"vancouver,_shannon_falls_&_whistler,_sea_everything_tour",canada,british_columbia,vancouver,nil,144.95,-1.0
2468,quebec_city_shore_excursion:_half-day_tour_to_montmorency_falls_and_ste-anne-de-beaupré,canada,quebec,quebec_city,"{'lat': 46.8131324, 'lng': -71.2056118}",57.5,4.5
2469,vancouver_to_whistler_extended_tour_-_7_hrs_in_whistler_for_activities/gondola,canada,british_columbia,vancouver,"{'lat': 49.2477822, 'lng': -123.0330053}",175.0,-1.0
2470,"vancouver,_cypress_mountain,_shannon_falls_-_includes_sea-to-sky_gondola",canada,british_columbia,vancouver,"{'lat': 49.2477822, 'lng': -123.0330053}",179.0,-1.0
2471,afternoon_charlottetown_city_tour,canada,prince_edward_island,charlottetown,nil,161.0,-1.0
2472,whistler_experience_day_tour,canada,british_columbia,whistler,nil,279.3,-1.0
2473,toronto_sightseeing_tour,canada,ontario,toronto,nil,350.0,-1.0
2474,langley_wine_tasting_day_tour,canada,british_columbia,vancouver,nil,331.8,-1.0
2475,7_pm_spirit_of_victoria_food_tour_(gourmet_food_progressive_dinner_and_tour),canada,british_columbia,vancouver_island,nil,299.0,-1.0
2476,steveston_magical_mystery_storybrooke_explorer_private_tour,canada,british_columbia,vancouver,nil,132.5,-1.0
2477,"guiding_private_special_interest_day_tours,_short_&_long_haul_tours",canada,british_columbia,vancouver,nil,350.0,-1.0
2478,vancouver_private_charter_tour_with_experienced_local_guide,canada,british_columbia,whistler,nil,599.0,-1.0
2479,new_brunswick_shore_excursion:_fundy_coast_to_shore_tour,canada,new_brunswick,saint_john,nil,213.35,-1.0
2480,harrison_hot_springs_day_tour,canada,british_columbia,things_to_do_in_harrison_hot_springs,nil,345.4,-1.0
2481,vancouver_highlights_and_capilano_suspension_park_tour_-_private_charter_(7_hrs),canada,british_columbia,vancouver,"{'lat': 49.2477822, 'lng': -123.0330053}",620.0,-1.0
2482,victoria_city_highlights_(01),canada,british_columbia,vancouver_island,"{'lat': 43.702555, 'lng': -79.5233169}",325.0,-1.0
2483,6_pm_spirit_of_victoria_food_tour_(gourmet_food_progressive_dinner_and_tour),canada,british_columbia,vancouver_island,nil,299.0,-1.0
2484,vancouver_to_victoria_and_butchart_gardens_private_tour_-_ferry/admission_incl.,canada,british_columbia,vancouver,"{'lat': 49.2477822, 'lng': -123.0330053}",-1.0,-1.0
2485,4-day_yukon_aurora_viewing_tour,canada,yukon,whitehorse,"{'lat': 60.7227415, 'lng': -135.0558791}",702.45,5.0
2486,vancouver_shore_excursion:_pre-_or_post-cruise_north_shore_tour,canada,british_columbia,vancouver,"{'lat': 49.1978322, 'lng': -123.0649959}",170.0,5.0
2487,private_guided_quebec_city_walking_tour,canada,quebec,quebec_city,"{'lat': 46.8032471, 'lng': -71.2347022}",22.5,-1.0
2488,vancouver_shore_excursion:_pre-cruise_city_tour_with_port_drop_off,canada,british_columbia,vancouver,"{'lat': 49.1978322, 'lng': -123.0649959}",80.0,5.0
2489,victoria_shore_excursion:_whale-watching_cruise_with_expert_naturalist_guides,canada,british_columbia,vancouver_island,"{'lat': 48.4224072, 'lng': -123.3670534}",94.5,3.5
2490,sea_to_sky_exotic_driving_experience,canada,british_columbia,vancouver,"{'lat': 49.359068, 'lng': -123.267023}",404.25,5.0
2491,victoria_shore_excursion:_tastes_of_victoria_bike_tours,canada,british_columbia,vancouver_island,"{'lat': 48.4215452, 'lng': -123.3748011}",93.45,5.0
2492,montreal_shore_excursion:_pre-_or_post-cruise_guided_sightseeing_tour_of_montreal,canada,quebec,montreal,"{'lat': 45.5001458, 'lng': -73.5720264}",56.0,3.5
2493,5-day_active_winter_adventure_in_yukon,canada,yukon,whitehorse,"{'lat': 60.7227415, 'lng': -135.0558791}",-1.0,5.0
2494,best_of_toronto_private_food_tour_with_sightseeing_and_black_car,canada,ontario,toronto,nil,225.0,5.0
2495,private_tour:_fraser_valley_wine_tour_in_vancouver,canada,british_columbia,vancouver,nil,291.11,4.0
2496,vancouver_highlights_private_tour,canada,british_columbia,vancouver,nil,100.0,-1.0
2497,fort_langley_magical_mystery_&_vineyard_explorer_private_tour,canada,british_columbia,vancouver,nil,150.0,-1.0
2498,vancouver_and_capilano_park,canada,british_columbia,vancouver,nil,990.0,-1.0
2499,discover_sooke_to_port_renfrew,canada,british_columbia,vancouver_island,nil,650.0,-1.0
2500,victoria_tour,canada,british_columbia,vancouver,nil,-1.0,-1.0
2501,vancouver_private_tour,canada,british_columbia,vancouver,nil,580.0,-1.0
2502,whistler_tour,canada,british_columbia,vancouver,nil,-1.0,-1.0
2503,quebec_shore_excursion:_small-group_food_walking_tour,canada,quebec,quebec_city,"{'lat': 46.8130864, 'lng': -71.2055932}",53.0,4.5
2504,quebec_city_shore_excursion:_private_walking_tour,canada,quebec,quebec_city,"{'lat': 46.8130864, 'lng': -71.2055932}",19.58,5.0
2505,quebec_city_shore_excursion:_grand_walking_tour_of_quebec_city,canada,quebec,quebec_city,"{'lat': 46.8130864, 'lng': -71.2055932}",30.99,5.0
2506,private_food_and_walking_china_tour,canada,british_columbia,vancouver,"{'lat': 43.0857136, 'lng': -79.0824311}",130.87,5.0
2507,private_walking_china_tour,canada,british_columbia,vancouver,"{'lat': 43.0857136, 'lng': -79.0824311}",89.97,-1.0
2508,"victoria,_highlights_and_secret_places_of_a_fabulous_city",canada,british_columbia,vancouver_island,"{'lat': 43.0857136, 'lng': -79.0824311}",152.14,2.0
2509,butchart_gardens_and_vancouver_island_tour,canada,british_columbia,vancouver_island,"{'lat': 43.0857136, 'lng': -79.0824311}",178.15,-1.0
2510,vancouver_shore_excursion:_private_fraser_valley_wine_tour,canada,british_columbia,vancouver,"{'lat': 49.2650247, 'lng': -123.1124489}",107.46,-1.0
2511,vancouver_shore_excursion:_small-group_gourmet_lunch_tour,canada,british_columbia,vancouver,"{'lat': 49.271678, 'lng': -123.1350326}",146.35,5.0
2512,vancouver_shore_excursion:_small-group_granville_island_market_tour,canada,british_columbia,vancouver,"{'lat': 49.271678, 'lng': -123.1350326}",79.9,5.0
2513,victoria_shore_excursion:_whale-watching_cruise_and_butchart_gardens_admission,canada,british_columbia,vancouver_island,"{'lat': 48.4227209, 'lng': -123.3689786}",174.56,5.0
2514,"craft_vine,_orchard_&_stills",canada,british_columbia,vancouver_island,nil,140.0,5.0
2515,shore_excursion:_île_d'orléans_and_montmorency_waterfalls_tour_by_scooter,canada,quebec,quebec_city,"{'lat': 45.561051, 'lng': -73.635034}",79.95,-1.0
2516,quebec_city_shore_excursion:_private_guided_quebec_city_walking_tour,canada,quebec,quebec_city,"{'lat': 46.8032471, 'lng': -71.2347022}",22.5,-1.0
2517,victoria_shore_excursion:_castles_and_neighborhoods_bike_tour,canada,british_columbia,vancouver_island,"{'lat': 48.4215452, 'lng': -123.3748011}",57.75,5.0
2518,pink_cadillac_sightseeing_tour_of_montreal,canada,quebec,montreal,"{'lat': 45.5025925, 'lng': -73.5551673}",-1.0,-1.0
2519,2-day_niagara_falls_tour_from_new_york_by_bus,united_states,new_york_(ny),new_york_city,"{'lat': 40.8261404, 'lng': -74.229805}",436.23,4.5
2520,3-day_rocky_mountains_athabasca_tour_from_banff,canada,alberta,canadian_rockies,"{'lat': 49.2788333, 'lng': -123.1232148}",476.7,-1.0
2521,viator_exclusive:_2-day_victoria_and_butchart_gardens_tour_with_overnight_at_the_fairmont_empress,canada,british_columbia,vancouver,"{'lat': 49.284609, 'lng': -123.108474}",631.54,5.0
2522,yellowknife_northern_lights_viewing_tour_including_3-nights_accommodation,canada,northwest_territories,yellowknife,"{'lat': 62.4549765, 'lng': -114.3722764}",700.0,4.0
2523,"banff,_yoho_&_jasper_national_parks_summer_tour_from_calgary_(airport_transfers)",canada,alberta,calgary,nil,864.69,-1.0
2524,4-day_vancouver_island_explorer_tour_from_vancouver,canada,british_columbia,vancouver,"{'lat': 49.2788333, 'lng': -123.1232148}",592.2,-1.0
2525,8-days_east_coast_usa_&_canada_from_new_york_(with_airport_transfers),united_states,new_york_(ny),things_to_do_in_cambridge,nil,537.79,-1.0
2526,"calgary,_banff_(in-depth),_jasper_&_yoho_national_parks_tour_from_calgary",canada,alberta,calgary,nil,733.41,-1.0
2527,camping_in_ontario's_most_beautiful_location,canada,ontario,things_to_do_in_haliburton,nil,150.0,-1.0
2528,2-day_okanagan_chinook_tour_from_banff_finish_vancouver,canada,alberta,canadian_rockies,"{'lat': 49.2788333, 'lng': -123.1232148}",308.7,-1.0
2529,vip_three_day_whale_watching_sea_kayaking_basilica_is_orleans_private_car_tour,canada,quebec,quebec_city,nil,503.03,-1.0
2530,"vip_two_day_whale_watching,_sea_kayaking,_basilica,_by_private_car_tour",canada,quebec,quebec_city,nil,312.18,-1.0
2531,"3-night_private_resort_mansion_with_optional_excursions,_in_saskatoon,_sk",canada,things_to_do_in_saskatoon,wanuskewin_heritage_park,"{'lat': 32.0778432, 'lng': -81.0846711}",-1.0,-1.0
2532,keji_southern_lakes_canoe_trip_-_3_day,canada,nova_scotia,things_to_do_in_earltown,nil,684.25,-1.0
2533,frozen_ocean_canoe_trip_-3_day,canada,nova_scotia,things_to_do_in_earltown,nil,684.25,-1.0
2534,yukon-northern_lights_4-days_adventure_in_whitehorse,canada,british_columbia,vancouver_island,"{'lat': 49.2869235, 'lng': -123.12216}",-1.0,-1.0
2535,2-day_rockies_roadrunner_tour_from_vancouver_finish_banff,canada,british_columbia,vancouver,"{'lat': 49.2788333, 'lng': -123.1232148}",392.7,-1.0
2536,"banff,_jasper,_okanagan_lake_&_kamloops_tour_from_vancouver",canada,british_columbia,things_to_do_in_lake_louise,nil,714.33,-1.0
2537,high_spirited_two_day_wine_adventure,canada,british_columbia,okanagan_valley,"{'lat': 49.894787, 'lng': -119.496593}",450.0,-1.0
2538,nova_scotia_bucket_list_tour,canada,nova_scotia,halifax_region,nil,-1.0,-1.0
2539,cabot_trail_and_cape_breton_tour,canada,nova_scotia,halifax_region,nil,-1.0,-1.0
2540,cape_breton_&_newfoundland_tour,canada,nova_scotia,halifax_region,nil,-1.0,-1.0
2541,rockies_adventure_4-day_summer_tour,canada,british_columbia,vancouver,"{'lat': 49.2869235, 'lng': -123.12216}",708.0,5.0
2542,rockies_classic_4-day_summer_tour,canada,british_columbia,vancouver,"{'lat': 49.2869235, 'lng': -123.12216}",687.0,4.5
2543,4-day_yukon_aurora_viewing_tour,canada,yukon,whitehorse,"{'lat': 60.7227415, 'lng': -135.0558791}",702.45,5.0
2544,3-day_sundance_explorer_backcountry_lodge_by_horseback,canada,alberta,canadian_rockies,"{'lat': 51.1763287, 'lng': -115.570567}",-1.0,5.0
2545,yellowknife_northern_lights_tour_winter_4_days_3_nights_budget,canada,northwest_territories,yellowknife,"{'lat': 62.4534547, 'lng': -114.3686973}",748.95,5.0
2546,"british_columbia_super_saver:_4-day_tour_of_vancouver,_whistler_and_victoria",canada,british_columbia,vancouver,"{'lat': 49.284609, 'lng': -123.108474}",414.0,4.5
2547,viator_exclusive_2-day_victoria_and_butchart_gardens_tour_with_overnight_at_the_inn_at_laurel_point,canada,british_columbia,vancouver,"{'lat': 49.284609, 'lng': -123.108474}",500.82,4.5
2548,7-day_puffin_tour_from_halifax_to_moncton,canada,nova_scotia,halifax_region,nil,-1.0,-1.0
2549,yukon_summer_dream_-_active_summer_adventure,canada,yukon,whitehorse,"{'lat': 60.7227415, 'lng': -135.0558791}",-1.0,-1.0
2550,2-nights_aurora_hunting_with_accommodation,canada,northwest_territories,yellowknife,"{'lat': 62.4549765, 'lng': -114.3722764}",486.0,4.5
2551,4-day_northern_lights_tour_in_whitehorse_from_vancouver,canada,british_columbia,vancouver,"{'lat': 49.2869235, 'lng': -123.12216}",-1.0,5.0
2552,3_days_tour_fall_color_in_yukon_from_whitehorse,canada,yukon,whitehorse,"{'lat': 60.8151378, 'lng': -135.2986155}",650.0,5.0
2553,3-day_grotto_tour_to_bruce_peninsula,canada,ontario,toronto,nil,489.0,-1.0
2554,2-day_niagara_falls_experience_from_nyc,united_states,new_york_(ny),new_york_city,nil,523.48,-1.0
2555,"4-day_niagara_falls,_washington_dc,_philadelphia_&_amish_country",united_states,new_york_(ny),new_york_city,nil,-1.0,-1.0
2556,"western_canada_tour_(whistler,_sun_peaks,_jasper,_banff,_revelstoke)",canada,british_columbia,vancouver,"{'lat': 49.2869235, 'lng': -123.12216}",-1.0,-1.0
2557,cape_breton_island,canada,nova_scotia,halifax_region,nil,-1.0,5.0
2558,rockies_classic_4-day_winter_tour,canada,british_columbia,vancouver,"{'lat': 49.2869235, 'lng': -123.12216}",547.0,4.5
2559,two_day_combo:_niagara_falls_and_washington_dc_from_new_york,united_states,new_york_(ny),new_york_city,nil,449.86,-1.0
2560,3_day_vancouver_island_cycling_tour,canada,british_columbia,vancouver,"{'lat': 49.2914718, 'lng': -123.142404}",-1.0,-1.0
2561,7-day_rocky_mountains_whistler_tomahawk_tour_from_vancouver_finish_banff,canada,british_columbia,vancouver,"{'lat': 49.2788333, 'lng': -123.1232148}",-1.0,-1.0
2562,8-day_rocky_mountains_caribou_tour_from_vancouver,canada,british_columbia,vancouver,"{'lat': 49.2788333, 'lng': -123.1232148}",-1.0,-1.0
2563,14-day_rocky_mountains_whistler_vancouver_island_pacific_tour_from_vancouver,canada,british_columbia,vancouver,"{'lat': 49.2788333, 'lng': -123.1232148}",-1.0,-1.0
2564,10-day_rocky_mountains_whistler_big_west_tour_from_vancouver,canada,british_columbia,vancouver,"{'lat': 49.2788333, 'lng': -123.1232148}",-1.0,-1.0
2565,sun_peaks_3-day_ski_and_ride_trip,canada,british_columbia,vancouver,"{'lat': 49.2869235, 'lng': -123.12216}",592.0,-1.0
2566,new_york_waterfalls_and_wilderness_&_breweries_adventure,united_states,new_york_(ny),new_york_city,"{'lat': 41.86212, 'lng': -74.130185}",-1.0,-1.0
2567,celebrate_the_new_year_in_montreal,united_states,new_hampshire_(nh),manchester,"{'lat': 42.847646, 'lng': -71.537301}",783.85,-1.0
2568,11-day_excursion:_nova_scotia_and_prince_edward_island:_music_and_culture_of_acadian_people_and_the_maritimes,united_states,new_hampshire_(nh),manchester,"{'lat': 42.847646, 'lng': -71.537301}",-1.0,-1.0
2569,10-day_newfoundland_and_maritime_tour_from_halifax_to_moncton,canada,nova_scotia,halifax_region,nil,-1.0,-1.0
2570,5_day_broken_islands_kayaking_expedition,canada,british_columbia,vancouver_island,nil,-1.0,-1.0
2571,dark_sky_canoe_trip_-_2_day,canada,nova_scotia,things_to_do_in_earltown,nil,454.25,-1.0
2572,lake_rossignol_canoe_trip_-_3_day,canada,nova_scotia,things_to_do_in_earltown,nil,684.25,-1.0
2573,taste_of_the_tobeatic_canoe_trip_-_4_day,canada,nova_scotia,things_to_do_in_earltown,nil,-1.0,-1.0
2574,4-day_quebec_city_escape,united_states,new_hampshire_(nh),manchester,"{'lat': 42.847646, 'lng': -71.537301}",-1.0,-1.0
2575,yellowknife_northern_lights_tour_winter_3_days_2_nights_all_inclusive,canada,northwest_territories,yellowknife,"{'lat': 62.4534547, 'lng': -114.3686973}",982.0,-1.0
2576,best_of_prince_edward_island,canada,nova_scotia,halifax_region,nil,-1.0,-1.0
2577,2-day_whistler_sea_to_sky_tour_from_vancouver,canada,british_columbia,vancouver,"{'lat': 49.2788333, 'lng': -123.1232148}",166.95,4.5
2578,overnight_camping_and_river-rafting_trip_in_squamish,canada,british_columbia,squamish,"{'lat': 49.749151, 'lng': -123.133378}",425.24,5.0
2579,4-day_algonquin_park_canoe_trip,canada,ontario,ottawa,nil,711.9,4.0
2580,3-day_algonquin_park_canoe_trip,canada,ontario,ottawa,nil,542.4,5.0
2581,6-day_algonquin_explorer_canoe_trip,canada,ontario,ottawa,nil,949.2,-1.0
2582,3-day_tenquille_lake_expedition,canada,british_columbia,whistler,"{'lat': 50.3613164, 'lng': -122.8502758}",-1.0,5.0
2583,2-day_niagara_falls_day_trip_from_new_york_city_by_train_and_air,united_states,new_york_(ny),new_york_city,"{'lat': 40.751976, 'lng': -73.986603}",952.89,1.0
2584,seattle_2-day_tour_from_vancouver,canada,british_columbia,vancouver,"{'lat': 49.2869235, 'lng': -123.12216}",283.0,-1.0
2585,sleep_at_the_quebec_ice_hotel_overnight_stay,canada,quebec,quebec_city,nil,589.04,-1.0
2586,algonquin_park_adventure_lodge_4-day_trip,canada,ontario,ottawa,nil,747.0,5.0
2587,2-day_niagara_falls_and_1000_islands_tour_from_boston,united_states,massachusetts_(ma),boston,nil,184.03,3.0
2588,2-day_fantasy_island_getaway,canada,british_columbia,things_to_do_in_hamilton_parish,"{'lat': 49.206591, 'lng': -122.93503}",460.9,-1.0
2589,4-day_bicycle_tour_through_canadian_rockies,canada,alberta,edmonton,"{'lat': 53.5649649, 'lng': -113.5786007}",-1.0,5.0
2590,5-day_golden_aurora_circle:_yukon_and_alaska_summits,canada,yukon,whitehorse,"{'lat': 60.7227415, 'lng': -135.0558791}",-1.0,-1.0
2591,3_day_broken_group_islands_kayaking_expedition,canada,british_columbia,vancouver_island,nil,950.0,-1.0
2592,6-day_babine_river_of_grizzlies_expedition,canada,british_columbia,prince_rupert,"{'lat': 49.749151, 'lng': -123.133378}",-1.0,-1.0
2593,yellowknife_northern_lights_tour_winter_3_days_2_nights_budget,canada,northwest_territories,yellowknife,"{'lat': 62.4534547, 'lng': -114.3686973}",589.0,5.0
2594,seagrim_lakes_canoe_tour,canada,manitoba,things_to_do_in_winnipeg,nil,591.0,-1.0
2595,whale_watching_tour_with_2-nights_accommodation_package,canada,newfoundland_and_labrador,things_to_do_in_port_rexton,"{'lat': 48.368514, 'lng': -53.357835}",779.0,5.0
2596,10-day_new_england_fall_foliage_tour_including_cape_cod,united_states,new_hampshire_(nh),manchester,"{'lat': 42.847646, 'lng': -71.537301}",-1.0,4.0
2597,7-day_best_of_new_england_tour,united_states,new_hampshire_(nh),manchester,"{'lat': 42.847646, 'lng': -71.537301}",-1.0,5.0
2598,5-night_churchill_tour_and_polar_bear_adventure_from_winnipeg,canada,manitoba,churchill,"{'lat': 58.769875, 'lng': -94.175789}",-1.0,5.0
2599,niagara_falls_small-group_day_tour_from_toronto,canada,ontario,toronto,"{'lat': 43.647862, 'lng': -79.3929029}",100.57,5.0
2600,day_trip_from_seattle_to_victoria_on_the_victoria_clipper,united_states,washington_(wa),seattle,nil,170.4,4.5
2601,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,canada,ontario,toronto,"{'lat': 43.6837428, 'lng': -79.5929134}",169.0,4.5
2602,niagara_on_the_lake_wine_tour_with_cheese_pairing,canada,ontario,niagara_falls,"{'lat': 43.2265419, 'lng': -79.1159615}",83.62,5.0
2603,northern_lights_tour_from_yellowknife,canada,northwest_territories,yellowknife,"{'lat': 62.4549765, 'lng': -114.3722764}",100.0,4.5
2604,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,canada,ontario,niagara_falls,"{'lat': 43.2265419, 'lng': -79.1159615}",157.07,5.0
2605,niagara_falls_one_day_sightseeing_tour_from_toronto,canada,ontario,niagara_falls,"{'lat': 43.6692612, 'lng': -79.3868078}",99.0,4.0
2606,niagara_falls_helicopter_tour,canada,ontario,niagara_falls,"{'lat': 43.1186039, 'lng': -79.0743842}",145.0,4.5
2607,christmas_in_quebec_city:_small-group_gourmet_food_tour,canada,quebec,quebec_city,"{'lat': 46.8130864, 'lng': -71.2055932}",55.0,5.0
2608,whistler_sightseeing_tours_-_discover_all_of_whistler_this_winter!,canada,british_columbia,whistler,"{'lat': 50.1133762, 'lng': -122.954259}",83.99,5.0
2609,ultimate_day_tour_to_victoria,canada,british_columbia,vancouver,"{'lat': 48.4227209, 'lng': -123.3689786}",363.56,4.5
2610,"the_kettle_tour_-_4_premium_locations_-_2_breweries,_distillery,_winery&cidery",canada,ontario,niagara_falls,nil,99.95,-1.0
2611,"whistler_sightseeing_tour_from_vancouver,_includes_cypress_and_shannon_falls",canada,british_columbia,vancouver,"{'lat': 49.2477822, 'lng': -123.0330053}",144.95,5.0
2612,"vancouver,_shannon_falls_&_whistler,_sea_everything_tour",canada,british_columbia,vancouver,nil,144.95,-1.0
2613,halifax_hop_on_hop_off_bus,canada,nova_scotia,halifax_region,"{'lat': 44.663465, 'lng': -63.6241384}",56.01,-1.0
2614,arctic_day:_yukon_wildlife_and_hot_springs_tour,canada,yukon,whitehorse,"{'lat': 60.7227415, 'lng': -135.0558791}",145.95,5.0
2615,"the_compromise_tour_-_4_premium_locations_-_winery,_winery&cidery,_2_breweries",canada,ontario,niagara_falls,nil,99.95,-1.0
2616,lynn_canyon_park_and_photography_tour,canada,british_columbia,vancouver,nil,99.0,5.0
2617,"vip_basilica_&_area_private_car_tour_(the_ste-anne_&_area,_riverside_lunch_tour)",canada,quebec,quebec_city,nil,134.96,-1.0
2618,best_of_vancouver_-_4_hours,canada,british_columbia,vancouver,nil,186.65,5.0
2619,"vancouver,_cypress_mountain,_shannon_falls_-_includes_sea-to-sky_gondola",canada,british_columbia,vancouver,"{'lat': 49.2477822, 'lng': -123.0330053}",179.0,-1.0
2620,vancouver_island's_ultimate_full_day_whale_and_wildlife_tour,canada,british_columbia,vancouver_island,"{'lat': 48.7403799, 'lng': -123.6191421}",274.05,-1.0
2621,"banff,_yoho_&_jasper_national_parks_summer_tour_from_calgary_(airport_transfers)",canada,alberta,calgary,nil,864.69,-1.0
2622,niagara_on_the_lake_from_toronto,canada,ontario,toronto,"{'lat': 43.0888669, 'lng': -79.0738137}",79.0,-1.0
2623,explore_the_best_of_old_montreal_-_private_walking_tour_with_a_local,canada,quebec,montreal,nil,190.0,-1.0
2624,3-hour_east_vancouver_art_mural_&_craft_brewery_tour,canada,british_columbia,vancouver,nil,45.0,4.0
2625,whistler_sightseeing_tours_-_discover_all_of_whistler_this_summer!,canada,british_columbia,whistler,"{'lat': 50.1133762, 'lng': -122.954259}",83.99,-1.0
2626,8-days_east_coast_usa_&_canada_from_new_york_(with_airport_transfers),united_states,new_york_(ny),things_to_do_in_cambridge,nil,537.79,-1.0
2627,"calgary,_banff_(in-depth),_jasper_&_yoho_national_parks_tour_from_calgary",canada,alberta,calgary,nil,733.41,-1.0
2628,"vip_ice_hotel,_basilica,_copper_museum,_city_and_plains_by_private_car",canada,quebec,quebec_city,nil,162.22,-1.0
2629,heart_of_niagara_falls_full_monty_tour,canada,ontario,niagara_falls,nil,104.14,-1.0
